"Record Length",5000,"Points",-3.42080005e-006,      -0.002
"Sample Interval",1.60000002e-009,s,-3.41920005e-006,       0.002
"Trigger Point",2138,"Samples",-3.41760005e-006,       0.002
"Trigger Time",9.39156998e-010,s,-3.41600005e-006,       0.002
"",,,-3.41440005e-006,       0.002
"Horizontal Offset",-3.42080005e-006,s,-3.41280005e-006,      -0.002
,,,-3.41120005e-006,       0.002
,,,-3.40960005e-006,       0.002
,,,-3.40800005e-006,       0.002
,,,-3.40640005e-006,       0.002
,,,-3.40480005e-006,       0.006
,,,-3.40320005e-006,      -0.002
,,,-3.40160005e-006,       0.002
,,,-3.40000005e-006,       0.002
,,,-3.39840005e-006,       0.006
,,,-3.39680005e-006,      -0.002
,,,-3.39520005e-006,       0.002
,,,-3.39360005e-006,      -0.002
,,,-3.39200005e-006,       0.002
,,,-3.39040005e-006,       0.002
,,,-3.38880005e-006,      -0.002
,,,-3.38720005e-006,      -0.002
,,,-3.38560005e-006,       0.002
,,,-3.38400005e-006,      -0.002
,,,-3.38240005e-006,       0.002
,,,-3.38080005e-006,       0.006
,,,-3.37920005e-006,       0.002
,,,-3.37760005e-006,       0.002
,,,-3.37600005e-006,      -0.002
,,,-3.37440005e-006,       0.002
,,,-3.37280005e-006,       0.002
,,,-3.37120005e-006,       0.002
,,,-3.36960004e-006,       0.002
,,,-3.36800004e-006,      -0.002
,,,-3.36640004e-006,      -0.002
,,,-3.36480004e-006,       0.002
,,,-3.36320004e-006,       0.002
,,,-3.36160004e-006,       0.002
,,,-3.36000004e-006,       0.002
,,,-3.35840004e-006,      -0.002
,,,-3.35680004e-006,       0.002
,,,-3.35520004e-006,      -0.002
,,,-3.35360004e-006,       0.002
,,,-3.35200004e-006,       0.002
,,,-3.35040004e-006,       0.002
,,,-3.34880004e-006,       0.002
,,,-3.34720004e-006,       0.002
,,,-3.34560004e-006,       0.002
,,,-3.34400004e-006,       0.002
,,,-3.34240004e-006,      -0.002
,,,-3.34080004e-006,      -0.006
,,,-3.33920004e-006,      -0.002
,,,-3.33760004e-006,       0.002
,,,-3.33600004e-006,       0.002
,,,-3.33440004e-006,      -0.002
,,,-3.33280004e-006,       0.002
,,,-3.33120004e-006,       0.002
,,,-3.32960004e-006,      -0.002
,,,-3.32800004e-006,      -0.002
,,,-3.32640004e-006,       0.002
,,,-3.32480004e-006,       0.002
,,,-3.32320004e-006,       0.006
,,,-3.32160004e-006,       0.006
,,,-3.32000004e-006,       0.002
,,,-3.31840004e-006,       0.002
,,,-3.31680004e-006,       0.002
,,,-3.31520004e-006,      -0.002
,,,-3.31360004e-006,       0.002
,,,-3.31200004e-006,      -0.002
,,,-3.31040004e-006,      -0.002
,,,-3.30880004e-006,      -0.002
,,,-3.30720004e-006,       0.002
,,,-3.30560004e-006,      -0.002
,,,-3.30400004e-006,       0.002
,,,-3.30240004e-006,      -0.006
,,,-3.30080004e-006,      -0.006
,,,-3.29920004e-006,      -0.002
,,,-3.29760004e-006,      -0.006
,,,-3.29600004e-006,       0.002
,,,-3.29440004e-006,      -0.002
,,,-3.29280004e-006,       0.002
,,,-3.29120004e-006,      -0.002
,,,-3.28960004e-006,       0.006
,,,-3.28800004e-006,       0.002
,,,-3.28640004e-006,       0.006
,,,-3.28480004e-006,       0.002
,,,-3.28320004e-006,       0.002
,,,-3.28160004e-006,       0.002
